curriculum,curid,sylid,subjectCode,materialDescription,author,publisher,publishedDate,edition,isbn,isMain,isHardCopy,isOnline,note
BBA_IB_K19D20A,2446,11795,OJB202,Guideline for internship management (07.04PL - HDCV Quan ly thuc tap),,,,,,,,,
BBA_IB_K19D20A,2446,11795,OJB202,Business survey on student interns (07.16BMÐHFE10- Kh?o sát doanh nghi?p v? sinh viên th?c t?p),,,,,,,,,
BBA_IB_K19D20A,2446,11795,OJB202,Evaluation of the students' OJT performance (Phi?u dánh giá sinh viên k? OJT),,,,,,,,,
BBA_IB_K19D20A,2446,11795,OJB202,Student survey on the internship (07.17BMÐHFE10- Khao sat sinh vien ve ky thuc tap),,,,,,,,,
BBA_IB_K19D20A,2446,10358,EXE101,"Online material sources (video, documents)","Y Combinator (San Jose, CA)",,,,,,,,www.StartupSchool.org
BBA_IB_K19D20A,2446,10358,EXE101,Startup Directory sources,"Y Combinator (San Jose, CA)",,,,,,,,https://www.ycombinator.com/companies
BBA_IB_K19D20A,2446,10358,EXE101,Techstars,"Techstars (Boulder, Colorado)",,,,,,,,https://www.techstars.com/portfolio
BBA_IB_K19D20A,2446,10358,EXE101,500 Startups,500 Startups,,,,,,,,https://500.co/companies
BBA_IB_K19D20A,2446,10358,EXE101,AngelPad (NYC),AngelPad (NYC),,,,,,,,https://angelpad.com/portfolio/
BBA_IB_K19D20A,2446,10358,EXE101,Seed Accelerators database,Seed Accelerators,,,,,,,,https://www.seed-db.com/accelerators
BBA_IB_K19D20A,2446,10358,EXE101,The Lean Startup,Eric Ries,,,,,,,,
BBA_IB_K19D20A,2446,10358,EXE101,How to Design a Better Pitch Deck,Kevin Hale,,,,,,,,https://www.ycombinator.com/library/4T-how-to-design-a-better-pitch-deck/
BBA_IB_K19D20A,2446,10358,EXE101,A Guide to Seed Fundraising,Geoff Ralston,,,,,,,,https://www.ycombinator.com/library/4A-a-guide-to-seed-fundraising
BBA_IB_K19D20A,2446,10358,EXE101,A Guide to YC Demo Day Presentations,Geoff Ralston,,,,,,,,https://www.ycombinator.com/library/49-a-guide-to-yc-demo-day-presentations
BBA_IB_K19D20A,2446,11051,FIN308,International Financial Management,Jeff Madura,Cengage Learning,2018,13th,,,,,
BBA_IB_K19D20A,2446,11051,FIN308,"The Economist, Financial Times, Global Finance, etc",Suggested link: (1) The Economist: https://www.economist.com (2) Financial Times: https://www.ft.com/ (3) Global Finance: https://www.gfmag.com/,,,,,,,,
BBA_IB_K19D20A,2446,11051,FIN308,International Financial Management,Cheol S. Eun and Bruce G. Resnick,"the McGraw-hill/Irwin, USA",2018,8th,,,,,
BBA_IB_K19D20A,2446,11051,FIN308,International Financial Management,Cheol S. Eun and Bruce G. Resnick,"McGraw-hill/Irwin, USA",2020,9th,,,,,Ch?n m?t trong hai quy?n
BBA_IB_K19D20A,2446,13718,LAW102,Law for Business,"John Ashcroft, Katherine Ashcroft, Martha Patterson",Cengage Publication,2018,19th,ISBN 13 9781305654921,,,,Ch?n m?t trong 2 ?n b?n 17th hoa?c 19th. Uu tiên mua ?n b?n m?i nh?t
BBA_IB_K19D20A,2446,13718,LAW102,Business Ethics https://openstax.org/details/books/business-ethics,"Byars, Stephen M. and Stanberry, Kurt",Openstax,2018,2nd,ISBN-10: 1-947172-57-3,,,,"Giáo trình ngu?n m?, không c?n mua b?n c?ng"
BBA_IB_K19D20A,2446,13718,LAW102,Luat Kinh te chuyen khao,Nguy?n Th? Dung và T?p Th? gi?ng viên B? môn Lu?t Thuong M?i Ð?i H?c Lu?t Hà N?i,NXB Lao d?ng,2017,1st,ISBN 978-604-59-8210-5,,,,
BBA_IB_K19D20A,2446,13718,LAW102,"Tài Li?u Gi?ng D?y V? Phòng, Ch?ng Tham Nhung Dùng Cho Các Tru?ng Ð?i H?c, Cao Ð?ng Không Chuyên v? Lu?t","TS. Nguy?n Van Huong Ph?n, PGS.TS. Tr?n H?u Tráng, TS. Bùi Kiên Ði?n, TS. Hoàng Van Hùng",B? Giáo d?c và Ðào t?o,2014,,,,,,https://www.studocu.com/vn/document/truong-dai-hoc-cong-nghe-thong-tin-va-truyen-thong-viet-han/database-system-assignment-9-relational-database-design-cont/giang-day-ve-pctn-dung-cho-cac-truong-dh-cd-khong-chuyen-ve-luat-15-39-16-646/20774832
BBA_IB_K19D20A,2446,13718,LAW102,Law for Business,"John D. Ashcroft, Jane E. Ashcroft",Cengage,2010,17th,,,,,
BBA_IB_K19D20A,2446,10361,EXE201,"Online material sources (video, documents)","YCombinator (San Jose, CA)",,,,,,,,www.StartupSchool.org
BBA_IB_K19D20A,2446,10361,EXE201,Startup Directory sources,"Y Combinat or (San Jose, CA)",,,,,,,,https://www.ycombinator.com/companies/
BBA_IB_K19D20A,2446,10361,EXE201,Techstars,"Techstars (Boulder, Colorado)",,,,,,,,https://www.techstars.com/portfolio
BBA_IB_K19D20A,2446,10361,EXE201,500 Startups,500 Startups,,,,,,,,https://500.co/companies
BBA_IB_K19D20A,2446,10361,EXE201,AngelPad (NYC),AngelPad (NYC),,,,,,,,https://angelpad.com/portfolio/
BBA_IB_K19D20A,2446,10361,EXE201,Seed Accelerators database,Seed Accelerat ors,,,,,,,,https://www.seed-db.com/accelera tors
BBA_IB_K19D20A,2446,10361,EXE201,The Lean Startup,Eric Ries,,,,,,,,
BBA_IB_K19D20A,2446,10361,EXE201,How to Design a Better Pitch Deck,Kevin Hale,,,,,,,,https://www.ycombinator.com/library/4T-how-to-design-a-better-pitch-deck/
BBA_IB_K19D20A,2446,10361,EXE201,A Guide to Seed Fundraising,Geoff Ralston,,,,,,,,https://www.ycombinator.com/library/4A- a-guide- to-seed- fundraisi ng
BBA_IB_K19D20A,2446,10361,EXE201,A Guide to YC Demo Day Presentations,Geoff Ralston,,,,,,,,https://www.ycombinator.com/library/49-a-guide-to-yc-demo-day-present ations
BBA_IB_K19D20A,2446,11526,ECO203m,"Specialization globalization, Economic Growth and Stability","Professor Gayle Allard, IE Business School",Coursera,,,,,,,https://www.coursera.org/specializations/globalization-economic-growth-and-stability
BBA_IB_K19D20A,2446,11526,ECO203m,Course International Business Operation,"Professor Stephen Lawrence, University Colorado Boulder",Coursera,,,,,,,https://www.coursera.org/learn/international-business-operations?specialization=international-business
BBA_IB_K19D20A,2446,11526,ECO203m,International Economics: Theory and Policy,"Paul R. Krugman, Maurice Obstfeld, Marc Melitz",Pearson,,,,,,,
BBA_IB_K19D20A,2446,11526,ECO203m,"International Business Asia Global Edition, 2016, 2e","Charles W.L. Hill, Chow-Hou Wee, Krishna Udayasankar,",McGraw Hill,,,,,,,
BBA_IB_K19D20A,2446,13303,MLN111,C. Mác và Ph. Angghen: Toàn t?pMarx/Engels Collected Works,C. Mác và Ph. Angghen,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,1995,1,,,,,
BBA_IB_K19D20A,2446,13303,MLN111,Giáo trình Tri?t h?c Mác-LêninPhilosophy of Marxism – Leninism textbook,B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,1999,,,,,,
BBA_IB_K19D20A,2446,13303,MLN111,Giáo trình Tri?t h?c Mác-LêninPhilosophy of Marxism – Leninism textbook,B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2010,,,,,,
BBA_IB_K19D20A,2446,13303,MLN111,"Giáo trình Tri?t h?c Mác-Lênin, dùng cho sinh viên d?i h?c h? chuyên lý lu?n chính tr?Philosophy of Marxism – Leninism textbook for politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,13303,MLN111,"Giáo trình Tri?t h?c Mác-Lênin, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr? - B?n d? th?oPhilosophy of Marxism – Leninism textbook for non-politics majored students - Draft",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2019,,,,,,https://moet.gov.vn/van-ban/vbdh/Pages/chi-tiet-van-ban.aspx?ItemID=2729#divShowDialogDownload
BBA_IB_K19D20A,2446,13303,MLN111,"Giáo trình Tri?t h?c Mác-Lênin, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr?Philosophy of Marxism – Leninism textbook for non-politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,13303,MLN111,V.I. Lênnin: Toàn t?pSelected works [of] V. I. Lenin,V.I. Lênnin,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2005,1,,,,,
BBA_IB_K19D20A,2446,13304,MLN122,"C. Mác và Ph. Angghen: Toàn t?p, t4,8,12,13, 18 ,20, 23, 25, 46Marx/Engels Collected Works, Vol. 4, 8, 12,13, 18 ,20, 23, 25, 46",C. Mác và Ph. Angghen,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2002,1,,,,,
BBA_IB_K19D20A,2446,13304,MLN122,"Giáo trình Kinh t? chính tr? Mác - Leenin, dùng cho sinh viên d?i h?c h? chuyên lý lu?n chính tr?Political economics of Marxism – Leninism textbook for politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,13304,MLN122,"Giáo trình Kinh t? chính tr? Mác-Lênin, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr? - B?n d? th?oPolitical economics of Marxism – Leninism textbook for non-politics majored students - Draft",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2019,,,,,,https://moet.gov.vn/van-ban/vbdh/Pages/chi-tiet-van-ban.aspx?ItemID=2729#divShowDialogDownload
BBA_IB_K19D20A,2446,13304,MLN122,"Giáo trình Kinh t? chính tr? Mác-Lênin, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr?Political economics of Marxism – Leninism textbook for non-politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,13304,MLN122,"V.I. Lênnin: Toàn t?p, t3, 27, 45V. I. Lenin, Collected Works, Vol. 3, 27, 45",V.I. Lênnin,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2005,,,,,,
BBA_IB_K19D20A,2446,13304,MLN122,"Van ki?n Ð?i h?i Ð?ng toàn qu?c l?n th? VI, VII, VIII, IX, X, XI, XII, XIIIPolitical report of the 6th, 7th, 8th, 9th, 10th, 11th, 12th, 13th Party Congress",Ð?ng C?ng s?n Vi?t NamThe Communist Party of Vietnam,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,,1,,,,,
BBA_IB_K19D20A,2446,13304,MLN122,"Ngh? quy?t s? 57-NQ/TW, ngày 22/12/2024 c?a B? Chính tr? v? d?t phá phát tri?n khoa h?c, công ngh?, d?i m?i sáng t?o và chuy?n d?i s? qu?c gia",B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t NamThe Politburo – The Central Committee of the Communist Party of Vietnam,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t Nam The Politburo – The Central Committee of the Communist Party of Vietnam,2024,1,,,,,https://tulieuvankien.dangcongsan.vn/Uploads/2025/1/7/2/NQ-57-TW-BCT.pdf
BBA_IB_K19D20A,2446,13304,MLN122,Ngh? quy?t s? 68-NQ/TW ngày 4/5/2025 c?a B? Chính tr? v? phát tri?n kinh t? tu nhân,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t NamThe Politburo – The Central Committee of the Communist Party of Vietnam,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t Nam The Politburo – The Central Committee of the Communist Party of Vietnam,2025,1,,,,,https://tulieuvankien.dangcongsan.vn/Uploads/2025/5/7/5/NQ-68-TW.pdf
BBA_IB_K19D20A,2446,12548,PMG201c,https://learner.coursera.help/hc/en-us/articles/208280036-Coursera-Code-of-Conduct,,Coursera,,,,,,,
BBA_IB_K19D20A,2446,12548,PMG201c,ITPM: Information Technology Project Management,Kathy Schwalbe,Cengage Learning,,8th,9781285452340,,,,
BBA_IB_K19D20A,2446,12548,PMG201c,The Project Management Body of Knowledge (PMBOK Guide),,,,5th,,,,,
BBA_IB_K19D20A,2446,12548,PMG201c,SE8: Software Engineering,Ian Sommerville,Addison-Wesley,,8th,,,,,
BBA_IB_K19D20A,2446,12548,PMG201c,https://www.coursera.org/learn/project-planning,,Coursera,,,,,,,MOOC 1: Initiating and Planning Projects
BBA_IB_K19D20A,2446,12548,PMG201c,https://www.coursera.org/learn/schedule-projects,,Coursera,,,,,,,MOOC 2: Budgeting and Scheduling Projects
BBA_IB_K19D20A,2446,12548,PMG201c,https://www.coursera.org/learn/project-risk-management,,Coursera,,,,,,,MOOC 3: Managing Project Risks and Changes
BBA_IB_K19D20A,2446,12548,PMG201c,https://www.coursera.org/learn/project-management-capstone,,Coursera,,,,,,,MOOC 4: Project Management Project
BBA_IB_K19D20A,2446,12548,PMG201c,https://www.coursera.org/specializations/project-management,,Coursera,,,,,,,SPEC: Project Management Principles and Practices
BBA_IB_K19D20A,2446,12391,RMB301,Research Methods for Business Students,"Mark N.K. Saunders, Philip Lewis, and Adrian Thornhill",Pearson,2019,8th,,,,,
BBA_IB_K19D20A,2446,12391,RMB301,"Hu?ng d?n làm khóa lu?n t?t nghi?p d?i h?c h? chính quy kh?i ngành kinh t? và các bi?u m?u ch?m di?m t?i các syllabus GRI491, GRH491, GRT491 ho?c GRP490 (ban hành kèm theo quy?t d?nh s? 870/QÐ-ÐHFPT ngày 06/08/2021)",,,2021,,,,,,
BBA_IB_K19D20A,2446,12391,RMB301,Research Methods for Business Students,"Mark N.K. Saunders, Philip Lewis, and Adrian Thornhill",Financial Times Press,2012,6th,,,,,
BBA_IB_K19D20A,2446,12391,RMB301,Coursera - FPT University Private Authored Courses: Guided Project - Basic data analysis using SPSS,,,2022,1st,,,,,
BBA_IB_K19D20A,2446,12391,RMB301,Introductory econometrics: A modern approach,Jeffrey M. Wooldridge,South-Western Cengage learning,2012,5th or newer,,,,,
BBA_IB_K19D20A,2446,12391,RMB301,Research Methods for Business Students,"Mark N.K. Saunders, Philip Lewis, and Adrian Thornhill",Pearson,2024,9th edition,,,,,Ch?n m?t trong 3 ?n b?n. Uu tiên ?n b?n m?i nh?t
BBA_IB_K19D20A,2446,14332,HCM202,"Giáo trình Tu tu?ng H? Chí Minh, dùng cho sinh viên b?c d?i h?c h? chuyên ngành lý lu?n chính tr?Ho Chi Minh ideology textbook for politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,14332,HCM202,"Giáo trình Tu tu?ng H? Chí Minh, dùng cho sinh viên b?c d?i h?c h? không chuyên ngành lý lu?n chính tr? - B?n d? th?oHo Chi Minh ideology textbook for non-politics majored students - Draft",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2019,,,,,,https://moet.gov.vn/van-ban/vbdh/Pages/chi-tiet-van-ban.aspx?ItemID=2729#divShowDialogDownload
BBA_IB_K19D20A,2446,14332,HCM202,"Giáo trình Tu tu?ng H? Chí Minh, dùng cho sinh viên b?c d?i h?c h? không chuyên ngành lý lu?n chính tr?Ho Chi Minh ideology textbook for non-politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,14332,HCM202,H? Chí Minh toàn t?pThe Selected Works of Ho Chi Minh,H? Chí MinhHo Chi Minh,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2011,1,,,,,
BBA_IB_K19D20A,2446,14332,HCM202,"Kiên quy?t, kiên trì d?u tranh phòng, ch?ng tham nhung, tiêu c?c, góp ph?n xây d?ng Ð?ng và Nhà nu?c ta ngày càng trong s?ch, v?ng m?nh",T?ng Bí thu Nguy?n Phú Tr?ng,Nhà xu?t b?n Chính tr? qu?c gia S? th?t,,,,,,,https://tulieuvankien.dangcongsan.vn/van-kien-tu-lieu-ve-dang/book/sach-chinh-tri/kien-quyet-kien-tri-dau-tranh-phong-chong-tham-nhung-tieu-cuc-gop-phan-xay-dung-dang-va-nha-nuoc-ta-ngay-cang-trong-sach-436
BBA_IB_K19D20A,2446,14332,HCM202,"Tài li?u gi?ng d?y v? phòng, ch?ng tham nhung dùng cho các tru?ng d?i h?c, cao d?ng không chuyên v? lu?t(Phê duy?t kèm theo Quy?t d?nh s? 3468/QÐ-BGDÐT ngày 06 tháng 9 nam 2014 c?a B? tru?ng B? Giáo d?c và Ðào t?o)",Ch? biên et al.,B? GIÁO D?C VÀ ÐÀO T?O,2014,,,,,,https://drive.google.com/file/d/1Tf3Fyybs8puDEnp5JGw3zqezIfreh6H2/view?usp=sharing
BBA_IB_K19D20A,2446,13592,EXE401,'Hu?ng d?n th?c hi?n Quy ch? dào t?o v? D? án kh?i nghi?p t?t nghi?p,,,,,,,,,ban hành kèm theo syllabus này
BBA_IB_K19D20A,2446,13592,EXE401,'Quy ch? dào t?o h? d?i h?c chính quy t?i Tru?ng Ð?i h?c FPT,,,,,,,,,ban hành kèm theo quy?t d?nh s? 774/QÐ-ÐHFPT ngày 07/09/2022
BBA_IB_K19D20A,2446,13592,EXE401,'Quy?t d?nh v? vi?c tri?n khai Chuong trình Tr?i nghi?m kh?i nghi?p t?i Tru?ng Ð?i h?c FPT,,,,,,,,,ban hành kèm theo quy?t d?nh s? 911/QÐ-ÐHFPT ngày 31/08/2023
BBA_IB_K19D20A,2446,13307,MLN131,C. Mác và Ph. Angghen: Toàn t?pMarx/Engels Collected Works,C. Mác và Ph. Angghen,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2004,1,,,,,
BBA_IB_K19D20A,2446,13307,MLN131,Giáo trình Ch? nghia xã h?i khoa h?c Scientific socialism textbook,B? Giáo d?c và Ðào t?oMinistry of Education and Training,Vietnam Education Publishing House,2006,,,,,,
BBA_IB_K19D20A,2446,13307,MLN131,"Giáo trình Ch? nghia xã h?i khoa h?c, dùng cho sinh viên d?i h?c h? chuyên lý lu?n chính tr?Scientific socialism textbook for politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,13307,MLN131,"Giáo trình Ch? nghia xã h?i khoa h?c, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr?Scientific socialism textbook for non-politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,13307,MLN131,"Kiên quy?t, kiên trì d?u tranh phòng, ch?ng tham nhung, tiêu c?c, góp ph?n xây d?ng Ð?ng và Nhà nu?c ta ngày càng trong s?ch, v?ng m?nh",T?ng Bí thu Nguy?n Phú Tr?ng,Nhà xu?t b?n Chính tr? qu?c gia S? th?t,,,,,,,https://tulieuvankien.dangcongsan.vn/van-kien-tu-lieu-ve-dang/book/sach-chinh-tri/kien-quyet-kien-tri-dau-tranh-phong-chong-tham-nhung-tieu-cuc-gop-phan-xay-dung-dang-va-nha-nuoc-ta-ngay-cang-trong-sach-436
BBA_IB_K19D20A,2446,13307,MLN131,"Tài li?u gi?ng d?y v? phòng, ch?ng tham nhung dùng cho các tru?ng d?i h?c, cao d?ng không chuyên v? lu?t(Phê duy?t kèm theo Quy?t d?nh s? 3468/QÐ-BGDÐT ngày 06 tháng 9 nam 2014 c?a B? tru?ng B? Giáo d?c và Ðào t?o)",Ch? biên et al.,B? GIÁO D?C VÀ ÐÀO T?O,2014,,,,,,https://drive.google.com/file/d/1Tf3Fyybs8puDEnp5JGw3zqezIfreh6H2/view?usp=sharing
BBA_IB_K19D20A,2446,13307,MLN131,V.I. Lênnin: Toàn t?pSelected works [of] V. I. Lenin,V.I. Lênnin,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2005,1,,,,,
BBA_IB_K19D20A,2446,13686,VNR202,Báo cáo t?ng k?t m?t s? v?n d? lý lu?n th?c ti?n qua 30 nam d?i m?iThe final report on the summary of some theoretical-practical issues over the past 30 years of innovation,"Ð?ng C?ng s?n Vi?t Nam, Ban ch?p hành Trung uong, Ban ch? d?o t?ng k?tCommunist Party of Vietnam, Central Committee of the Communist Party of Vietnam, National Steering Committee",Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2015,1,,,,,
BBA_IB_K19D20A,2446,13686,VNR202,"Chi?n tranh cách m?ng Vi?t Nam 1945-1975, th?ng l?i và bài h?cVietnamese Revolutionary War, 1945–1975: Victory and Lessons",Ban ch? d?o t?ng k?t chi?n tranh tr?c thu?c B? chính tr?,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2008,1,,,,,
BBA_IB_K19D20A,2446,13686,VNR202,"Giáo trình L?ch s? Ð?ng C?ng s?n Vi?t Nam (Dành cho sinh viên d?i h?c, cao d?ng chuyên ngành Mác – Lênin, tu tu?ng H? Chí Minh)History of CPV textbook for students whose major is Marxism-Leninism and Ho Chi Minh ideology",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,13686,VNR202,"Giáo trình L?ch s? Ð?ng C?ng s?n Vi?t Nam (Dành cho sinh viên d?i h?c, cao d?ng kh?i không chuyên ngành Mác – Lênin, tu tu?ng H? Chí Minh) - B?n d? th?oHistory of CPV textbook for students whose major is not Marxism-Leninism and Ho Chi Minh ideology - Draft",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2019,,,,,,https://moet.gov.vn/van-ban/vbdh/Pages/chi-tiet-van-ban.aspx?ItemID=2729#divShowDialogDownload.
BBA_IB_K19D20A,2446,13686,VNR202,"Giáo trình L?ch s? Ð?ng C?ng s?n Vi?t Nam (Dành cho sinh viên d?i h?c, cao d?ng kh?i không chuyên ngành Mác – Lênin, tu tu?ng H? Chí Minh)History of CPV textbook for students whose major is not Marxism-Leninism and Ho Chi Minh ideology",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BBA_IB_K19D20A,2446,13686,VNR202,"H? Chí Minh toàn t?p, t?p 1 d?n t?p 15The Selected Works of Ho Chi Minh, Vol. 1 to 5",H? Chí Minh,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2011,1,,,,,
