curriculum,curid,sylid,subjectCode,category,type,part,weight,completionCriteria,duration,clo,questionType,noQuestion,knowledgeSkill,gradingGuide,note,isSubComponent
BIT_AI_K19D-20A,2347,13245,CEA201,Exercices,on-going,4,40.0%,>0,Do at homePresent in class,All CLOs,Apply AI to answer and explore the content of the subject based on the lecturer's questions and submit the result to Edunext,Follow lecturer's proposal on chapters,Studied chapters; knowledge and skills,Teachers assess their works on report,,0
BIT_AI_K19D-20A,2347,13245,CEA201,Final exam,Final exam,1,40.0%,4,60',,Multiple choice,50,All chapters; knowledge and skills of digital system;,by Exam board,,0
BIT_AI_K19D-20A,2347,13813,CSD203,Assignment 1,on-going,1,10.0%,>0,45,,Written test questions,2,"- cover content 1,2,3,4","in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13813,CSD203,Assignment 2,on-going,1,10.0%,>0,45',,Written test questions,2,"- cover content 5,6,7,8","in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13813,CSD203,Practical exam,on-going,1,30.0%,>0,85',,Written test questions,2,"- cover content 1,2,3,4,5,6,7","by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,13813,CSD203,Progress test 1,on-going,1,10.0%,>0,10'-30',,Multiple choices Marked by Computer or a suitable format,30,"- cover content 1,2,3,4","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13813,CSD203,Progress test 2,on-going,1,10.0%,>0,10'-30',,Multiple choicesMarked by Computer or a suitable format,30,"- cover content 5,6,7,8","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13813,CSD203,Final exam,Final exam,1,30.0%,4,60',,Multiple choices Marked by Computer,50,"concepts, algorithms; all studied chapters","by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,871,DBI202-OLD,Progress Tests,quiz,2,10.0%,>0,20',,Multiple choices Marked by Computer or a suitable format,20,up to 04 covered chapters,by instructor using computer,Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,871,DBI202-OLD,Assignment,on-going,1,20.0%,>0,at home,,Design; Implementation; Presentation,,Simple RDBS design and implementation using a DBMS,"guided by instructor, prepare at home present in class","40% Design, 20% Implementation, 40% Presentation of the whole Project",0
BIT_AI_K19D-20A,2347,871,DBI202-OLD,Labs,on-going,5,15.0%,>0,in lab session,,practical exercises,,related to studied modules,Guided by instructor,may be continued at home.,0
BIT_AI_K19D-20A,2347,871,DBI202-OLD,Practical Exam,practical exam,1,25.0%,>0,85',,Preferable to be marked by Scripts,,DB programing skills,by exam board and department,Practical Exam database is up load in CMS in advanced.,0
BIT_AI_K19D-20A,2347,871,DBI202-OLD,Final Exam,Final exam,1,30.0%,5,60',,Multiple choices Marked by Computer,60,"Knowledge and skills in the course, but with much focus on the items in Chapters 2 to 6, >= 70% new questions (for the current semester);",by exam board,,0
BIT_AI_K19D-20A,2347,14232,JPD113,Ki?m tra nh? (small test),on-going,2,40.0%,>0,35',"CLO1,2",Small test 1: Tr?c nghi?m Small test 2: Tr?c nghi?m,30~35 câu,"1) Small test 1: b?ng ch?+ bài 1 (t? v?ng, ng? pháp, ch? Hán) Small test 2: bài 2, bài 3 (t? v?ng, ng? pháp, ch? Hán) 2) K? nang: d?c",Tr?c ti?p trên l?p,"1) Gi?ng viên ph? trách t? ch? ra d?, ch?m bài và t?ng h?p di?m. 2) T? tr?ng c? th? 2 ph?n nhu sau: Small test 1: 20%, Small test 2: 20%",0
BIT_AI_K19D-20A,2347,14232,JPD113,Tham gia gi? h?c t?i gi?ng du?ng,on-going,1,15.0%,>0,135',CLO5,,,,Tr?c ti?p trên l?p,"Tiêu chí dánh giá:1) Chuyên c?n (Ði h?c d?y d?): 5%2) Thái d?, ý th?c trên l?p+ S? tích c?c, hang hái tham gia bài gi?ng: 10%",0
BIT_AI_K19D-20A,2347,14232,JPD113,Thi cu?i k?,Final exam,2,45.0%,4,40',CLO1~CLO4,Tr?c nghi?m+ Speaking,"Ph?n MC (t? v?ng, ng? pháp, ch? Hán): 30 câu; Speaking: 1 do?n van+ 3~5 câu h?i dáp","1) T? v?ng, ng? pháp, ch? Hán bài 1~bài 3 2) K? nang: nghe, nói, d?c",Thi trên tru?ng,1.Thi d? chung2. Ði?u ki?n hoàn thành môn h?c: th?a mãn d?ng th?i 2 di?u ki?n du?i dây:a) Ði?m dánh giá quá trình >0; Ði?m thi cu?i kì >=4/10; T?ng di?m chung cho toàn b? môn h?c >=5/10;b) Thi cu?i k? không có k? nang nào b? 0.,0
BIT_AI_K19D-20A,2347,14232,JPD113,"Thi cu?i k?: T? v?ng, ng? pháp, ch? Hán","Final exam ph?n t? v?ng, ng? pháp, ch? Hán",1,15.0%,>0,30',"CLO1,2,4","Tr?c nghi?m: t? v?ng, ng? pháp, ch? Hán bài 1~bài 3",30 câu,"1) T? v?ng, ng? pháp, ch? Hán bài 1~bài 3 2) K? nang: d?c",Thi trên tru?ng,,1
BIT_AI_K19D-20A,2347,14232,JPD113,Thi cu?i k?: Nói,Final exam ph?n nói,1,30.0%,>0,8'/SV,CLO1~CLO4,Speaking: Ð?c do?n van+ tr? l?i câu h?i,1 do?n van+ 3~5 câu h?i,"1) T? v?ng, ng? pháp, ch? Hán bài 1~bài 3 2) K? nang: nghe, nói, d?c",Thi trên tru?ng,,1
BIT_AI_K19D-20A,2347,13537,VOV134,Final exam,Final exam,1,100.0%,5,1.5 hours,all CLOS,Test techniques,"S? ph?n thi: 03* Lý thuy?t.* Th?c hành (Ð?ng d?i): Ch?n 1 trong 3 n?i dung: Nh?p môn quy?n, võ nh?c, s?n ph?m Vovinam gi?i trí* Th? l?c","S? ph?n thi: 03* Lý thuy?t.* Th?c hành: Ch?n 1 trong 3 n?i dung: Nh?p môn quy?n, võ nh?c, s?n ph?m Vovinam gi?i trí* Th? l?c",Ch?n 1 trong 2 cách sau:* Sinh viên b?c tham câu h?i.* Gi?ng viên d?t yêu c?u d? sinh viên th?c hi?n.,"Thành l?p h?i d?ng ch?m thi. Ch? nhi?m BM là ch? t?ch h?i d?ng, phân công các GV vào các v? trí:* Thu ký h?i d?ng: giám sát tu cách d? thi c?a SV và t?ng h?p di?m.* Các t? ch?m thi tuong ?ng v?i 3 ph?n thi.",0
BIT_AI_K19D-20A,2347,13675,ADY201m,Final Project Evaluation,on-going,1,20.0%,4,30'/groups,"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7",Oral,Committee's comments and questions,All chapters; knowledge and skills,"The examination is conducted by the exam board. A minimum of two teachers is required for grading the Final Project. Each team is allocated 30 minutes for the presentation of their project followed by a Q&A session. Evaluation of the final presentation is based on the final report, project demonstration, and Q&A interaction. The grade is determined by averaging the grades given by the two teachers.",Based on Rubrics,0
BIT_AI_K19D-20A,2347,13675,ADY201m,On going assessment 1,on-going,1,10.0%,>0,From start to 16th session in schedule.,"CLO1, CLO2, CLO3",Follow lecturer's proposal,Follow lecturer's proposal,knowledge and skills,"in class, by instructor","Applied the direction from Project Guide, Project Topics and Rubrics",0
BIT_AI_K19D-20A,2347,13675,ADY201m,On going assessment 2,on-going,1,10.0%,>0,From 16th to 36th session in schedule.,"CLO4, CLO5",Follow lecturer's proposal,Follow lecturer's proposal,knowledge and skills,"in class, by instructor","Applied the direction from Project Guide, Project Topics and Rubrics",0
BIT_AI_K19D-20A,2347,13675,ADY201m,On going assessment 3,on-going,1,10.0%,>0,From 37th to finish in schedule.,"CLO6, CLO7",Follow lecturer's proposal,Follow lecturer's proposal,knowledge and skills,"in class, by instructor","Applied the direction from Project Guide, Project Topics and Rubrics",0
BIT_AI_K19D-20A,2347,13675,ADY201m,Progress test 1,on-going,1,10.0%,>0,45',"CLO1, CLO2, CLO3, CLO4",Multiple choicesMarked by Computer or a suitable format,30,"- cover chapter 1,2,3,4","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13675,ADY201m,Progress test 2,on-going,1,10.0%,>0,45',"CLO4, CLO5, CLO6, CLO7",Multiple choicesMarked by Computer or a suitable format,30,"- cover chapter 5,6,7","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13675,ADY201m,Project Planning,on-going,1,10.0%,>0,30',"CLO1, CLO2","Home work,",6,"- cover chapter 1,2,3,4,5,6","in class, by instructor",,0
BIT_AI_K19D-20A,2347,13675,ADY201m,Final exam,Final exam,1,20.0%,4,60',"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7",Multiple choicesMarked by Computer,50,"- cover chapter 1,2,3,4,5,6,7","by exam board,using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,12627,ITE303c,Final exam,Final exam,1,100.0%,4,60',,Multiple choicesMarked by Computer,50,All studied courses. Each module of course contributes 4-5 questions.,"by exam board, using computer",Customized from the quizzes of this specialization. 1st Evaluation: For students who completed & got Coursera's specialization certificates (Option at week 9); 2nd Evaluation: For students who completed & got Coursera's specialization certificates) at week 13; 3rd Evaluation: For students who completed & got Coursera's specialization certificates) at week 14.,0
BIT_AI_K19D-20A,2347,14233,JPD123,Ki?m tra nh? (small test),on-going,2,40.0%,>0,35',"CLO1,2",Small test 1: Tr?c nghi?m Small test 2: Tr?c nghi?m,30~35 câu,"1) Small test 1: t? v?ng, ng? pháp, ch? Hán bài 4,5 Small test 2: t? v?ng, ng? pháp, ch? Hán bài 6,7 2) K? nang: d?c",Tr?c ti?p trên l?p,"1) Gi?ng viên ph? trách t? ch? ra d?, ch?m bài và t?ng h?p di?m.2) T? tr?ng c? th? 2 ph?n nhu sau:Small test 1: 20%, Small test 2: 20%",0
BIT_AI_K19D-20A,2347,14233,JPD123,Tham gia gi? h?c t?i gi?ng du?ng,on-going,1,15.0%,>0,135',CLO5,,,,Tr?c ti?p trên l?p,"Tiêu chí dánh giá: 1) Chuyên c?n (Ði h?c d?y d?): 5% 2) Thái d?, ý th?c trên l?p+ S? tích c?c, hang hái tham gia bài gi?ng: 10%",0
BIT_AI_K19D-20A,2347,14233,JPD123,Thi cu?i k?,Final exam,2,45.0%,4,40',CLO1~CLO4,Tr?c nghi?m+ Speaking,"Ph?n MC (t? v?ng, ng? pháp, ch? Hán, d?c hi?u): 30 câu; Speaking: 1 do?n van+ 3~5 câu h?i dáp","1) T? v?ng, ng? pháp, ch? Hán bài 4~bài 7 2) K? nang: nghe, nói, d?c",Thi trên tru?ng,1.Thi d? chung2. Ði?u ki?n hoàn thành môn h?c: th?a mãn d?ng th?i 2 di?u ki?n du?i dây:a) Ði?m dánh giá quá trình >0; Ði?m thi cu?i kì >=4/10; T?ng di?m chung cho toàn b? môn h?c >=5/10;b) Thi cu?i k? không có k? nang nào b? 0.,0
BIT_AI_K19D-20A,2347,14233,JPD123,Thi cu?i k?: Nói,Final exam ph?n nói,1,30.0%,>0,8'/SV,CLO1~CLO4,Speaking: Ð?c do?n van+ tr? l?i câu h?i,1 do?n van+ 3~5 câu h?i,"1) T? v?ng, ng? pháp, ch? Hán bài 4~bài 7 2) K? nang: nghe, nói, d?c",Thi trên tru?ng,,1
BIT_AI_K19D-20A,2347,14233,JPD123,"Thi cu?i k?: T? v?ng, ng? pháp, ch? Hán, d?c hi?u","Final exam ph?n t? v?ng, ng? pháp, ch? Hán, d?c hi?u",1,15.0%,>0,30',"CLO1,2,4","Tr?c nghi?m: t? v?ng, ng? pháp, ch? Hán, d?c hi?u",30 câu,"1) T? v?ng, ng? pháp, ch? Hán bài 4~bài 7 2) K? nang: d?c",Thi trên tru?ng,,1
BIT_AI_K19D-20A,2347,13133,MAI391,Assignments,on-going,3,30.0%,>0,3 hours,"LO0, LO1, LO2, LO3, LO4, LO5, LO8",open,N/A,"OP1: Assigment 1: Cover chapters 3, 4,5 Assignment 2: Cover chapters 6,7 Assignment 3: Cover chapters 9, 10, 12 OP2: (For Constructivism Approach only): Follow lecturer's proposal","Each assignment is divided into two parts: the take-home component counts for no more than 50% of the total grade, and the in-class component counts for at least 50% (this may take the form of a presentation, essay, problem-solving, etc.).","Assignment 1: LO 0, LO 1, LO 2, LO 8 Assignment 2: LO 3, LO 4, LO 8 Assignment 3: LO 5, LO 8",0
BIT_AI_K19D-20A,2347,13133,MAI391,Computer Project,on-going,1,20.0%,>0,5 hours,"LO5, LO6, LO7, LO8",OP1: open // OP2: (For Constructivism Approach only): Follow lecturer's proposal,N/A,"cover chapter 9, 10,12","Students are divided into groups of 3-5 students. Each group will choose a Machine Learning algorithm (with instructor’s consent) and write code to implement the algorithm. Each group is required to explain the mathematic background of the chosen algorithm, run the model on a real data and present their work to the class. The work (slides, source files, etc.) accounts for up to 50% of the grade, while presentation skills and the ability to answer questions account for at least 50%.",Presented by group of students,0
BIT_AI_K19D-20A,2347,13133,MAI391,Progress tests,on-going,2,20.0%,>0,30',"LO0, LO1, LO2, LO3, LO4",OP1: Multiple choices // OP2: (For Constructivism Approach only): Follow lecturer's proposal,12,"- Test 1: cover chapters 3, 4,5 - Test 2: cover chapters 6,7","by instructor, and by suitable means (computer, paper, oral)","Instruction and schedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded. Progress Test 1: LO0, LO1, LO2 Progress Test 2: LO3, LO4",0
BIT_AI_K19D-20A,2347,13133,MAI391,Final exam,Final exam,1,30.0%,4,60',"LO 0, LO 1, LO 2, LO 3, LO 4",Multiple choices Marked by Computer,40,Selected chapters,"by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,13136,MAS291,Assignment,on-going,2,20.0%,>0,3 hours,"LO1, LO2, LO3, LO4, LO5, LO6",OP1: Open // OP2: (For Constructivism Approach only): Follow lecturer's proposal,5--10,"Assignment 1 covers Chapters 1, 2, 3 ; Assignment 2 covers Chapters 4, 6, 7","OP1: Each assignment is divided into two parts: the take-home component counts for no more than 50% of the total grade, and the in-class component counts for at least 50% (this may take the form of a presentation, essay, problem-solving, etc.). OP2: (For Constructivism Approach only): Follow lecturer's proposal","Assignment 1: LO1, LO2, LO3 Assignment 2: LO4, LO5, LO6",0
BIT_AI_K19D-20A,2347,13136,MAS291,Computer Project,on-going,1,15.0%,>0,5 hours,"LO7, LO8, LO9",OP1: Open // OP2: (For Constructivism Approach only): Follow lecturer's proposal,N/A,"Computer Project covers Chapter 8, 9, 10, 11","OP1: Groups of students are required to collect secondary data (topics may be suggested by instructor), form their own questions, and apply learned knowledge and methods of inferential statistics to analyze data and make conclusions about the populations. Groups are expected to use a statistical software to perform the analysis and present their results to other groups in class. The work (slides, source files, etc.) accounts for up to 50% of the grade, while presentation skills and the ability to answer questions account for at least 50%. OP2: (For Constructivism Approach only): Follow lecturer's proposal",,0
BIT_AI_K19D-20A,2347,13136,MAS291,Progress Test,on-going,3,30.0%,>0,30',All LOs,OP1: MC or a suitable format // OP2: (For Constructivism Approach only): Follow lecturer's proposal,15,Chapters introduced,"OP1: by instructor, and by suitable means (computer, paper, oral...) OP2: (For Constructivism Approach only): Follow lecturer's proposal","OP1: Instruction and schedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Test 1: LO1, LO2, LO3 Test 2: LO4, LO5, LO6 Test 3: LO7, LO8, LO9 OP2: (For Constructivism Approach only): Follow lecturer's proposal Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.",0
BIT_AI_K19D-20A,2347,13136,MAS291,Final exam,Final exam,1,35.0%,4,60',,Computer gradable,50,All studied chapters 3-10 questions/each. More than 70% new questions (for the current semester);,by Exam Board,10% of questions is ABET a2-objective oriented,0
BIT_AI_K19D-20A,2347,10736,AIL303m,Lab 1,on-going,1,10.0%,>0,1 week - 2 weeks,"CLO1, CLO2, CLO3",,2,- cover content of Moduel 1,"in home, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,10736,AIL303m,Lab 2,on-going,1,10.0%,>0,1 week - 2 weeks,"CLO4, CLO5",,2,- cover content of Module 2,in home by instructor,Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,10736,AIL303m,Mini capstone,on-going,1,30.0%,>0,8 weeks,CLO10,,2,- cover content of all Modules,in home by instructor,Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,10736,AIL303m,Progress test 1,on-going,1,5.0%,>0,20'-30',"CLO1, CLO2, CLO3",Multiple choices Marked by Computer or a suitable format,20,- cover content of Module 1,"in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,10736,AIL303m,Progress test 2,on-going,1,5.0%,>0,20'-30',"CLO4, CLO5",Multiple choices Marked by Computer or a suitable format,20,- cover content of Module 2,"in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,10736,AIL303m,Progress test 3,on-going,1,5.0%,>0,20'-30',"CLO4, CLO5, CLO6",Multiple choices Marked by Computer or a suitable format,20,- cover content of Module 3,"in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,10736,AIL303m,Progress test 4,on-going,1,5.0%,>0,20'-30',"CLO8, CLO9, CLO10",Multiple choices Marked by Computer or a suitable format,20,- cover content of Module 4,"in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,10736,AIL303m,Final exam,Final exam,1,30.0%,4,60',"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7, CLO8, CLO9",Multiple choices Marked by Computer,50,all studied modules,"by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,13292,CPV301,Assignment,on-going,1,30.0%,>0,28 slots,LO1->LO9,Option 1: N/AOption 2: Questions or Activities proposed by lecturer,Option 1: N/AOption 2: Follow lecturer's proposal,All subjects in syllabus,"in class, by teacher",,0
BIT_AI_K19D-20A,2347,13292,CPV301,Lab,on-going,4,10.0%,>0,90'/each,LO1->LO9,Option 1: N/AOption 2: Questions or Activities proposed by lecturer,Option 1: N/AOption 2: Follow lecturer's proposal,,"in class, by teacher","1. Correct Code Execution (50%)Code runs without errors and produces the expected results.Example:Homography matrix is computed correctly and image is warped properly.Edge detection code outputs clear edges (e.g., using Canny or Sobel).Object detection code detects the correct number of objects in a test image.2. Conceptual Understanding (20%)The learner demonstrates understanding of the underlying theory.Examples:Can explain what a homography is (a transformation mapping points between two planes).Understands the principle of edge detection (detecting intensity changes in the image).Explains why normalization is needed before feeding images into a neural network.If AI provides the code, the learner can rephrase and explain the method in their own words.3. AI-assisted Skill (20%)The learner uses AI effectively as a tool rather than relying on it blindly.Examples:Writes a precise prompt such as “Generate Python code for computing homography using OpenCV with four pairs of matched points.”After AI provides code, the learner notices an error (e.g., wrong function arguments in cv2.findHomography).Adjusts AI code to run on their actual dataset (e.g., changing image paths, adapting for grayscale vs. color images, handling batch inputs).Simplifies redundant AI-generated code for better readability.4. Critical Thinking (10%)The learner goes beyond execution and reflects on results.Examples:Explains why homography fails when points are nearly collinear.Analyzes why edge detection produces too many false edges in noisy images.Points out that AI-generated code works only for synthetic data but not for real-world images.Suggests simple improvements such as applying Gaussian smoothing before edge detection, or using RANSAC to improve homography robustness.",0
BIT_AI_K19D-20A,2347,13292,CPV301,Practical Exam,on-going,1,20.0%,>0,90'/each,LO2->LO9,,,,"in class, by teacher",,0
BIT_AI_K19D-20A,2347,13292,CPV301,Progress Test,on-going,1,10.0%,>0,60'/each,"Test: LO1, LO2, LO3, LO4, LO5, LO6",Option 1: Multiple choicesMarked by Computer or a suitable formatOption 2: Questions or Activities proposed by lecturer,Option 1: 50/eachOption 2: Follow lecturer's proposal,,"in class, by exam system",Instruction and schedules for Progress Tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has responsibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13292,CPV301,Final Exam,Final exam,1,30.0%,4,60'/each,LO1->LO9,Multiple choicesMarked by Computer,50,All subjects in syllabus,By Exam Board,The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,14112,DAP391m,Final Project Evaluation,on-going,1,20.0%,4,30'/groups,"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7",Oral,lecturer's comments and questions,All chapters; knowledge and skills,"in class, by instructor. Each team is allocated 30 minutes for the presentation of their project followed by a Q&A session. Evaluation of the final presentation is based on the final report, project demonstration, and Q&A interaction.",Based on Rubrics,0
BIT_AI_K19D-20A,2347,14112,DAP391m,On going assessment,on-going,1,30.0%,>0,From start to finish in schedule.,"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7",Follow lecturer's proposal,Follow lecturer's proposal,knowledge and skills,"in class, by instructor",,0
BIT_AI_K19D-20A,2347,14112,DAP391m,Progress test,on-going,1,10.0%,>0,45',"CLO1, CLO2, CLO3, CLO4, CLO5",Multiple choicesMarked by Computer or a suitable format,30,"- cover chapter 1,2,3","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,14112,DAP391m,Project Planning,on-going,1,10.0%,>0,30',CLO1,"Home work,",6,"- cover chapter 1,2,3,4","in class, by instructor",,0
BIT_AI_K19D-20A,2347,14112,DAP391m,Final exam,Final exam,1,30.0%,4,60',"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7",Multiple choicesMarked by Computer,50,"- cover chapter 1,2,3,4","by exam board,using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,11845,SSG104,Activity,on-going,3,15.0%,>0,40-60',"CLO1, CLO2, CLO3, CLO5, CLO6, CLO7, CLO4, CLO8",OP1: Lecturers to choose a apporopriate course content to design activity for students to review the theory or apply theory in practice // OP2: (For Constructivism Approach only): Follow lecturer's proposal,1,ASM the acquainted knowledge which student obtained in the delivered chapters,"in class, by instructor","Activity 1: LO1,2 Activity 2: LO3 5, 6, 7 Activity 3: LO4, 8 Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.",0
BIT_AI_K19D-20A,2347,11845,SSG104,Group asm,on-going,2,20.0%,>0,60-90',"CLO8, CLO9, CLO10, CLO11, CLO12",OP1: Guided by instructor in appropriate slots // OP2: (For Constructivism Approach only): Follow lecturer's proposal,1,ASM the acquainted knowledge which student obtained in the delivered chapters,guided by instructor,"Group asm 1: LO8,9,10, 12 Group asm 2: LO 8,11,12 Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.",0
BIT_AI_K19D-20A,2347,11845,SSG104,Group Project,on-going,3,30.0%,>0,Week 1-Week 10,"CLO3, CLO4, CLO5, CLO7, CLO8, CLO9, CLO10, CLO12",OP1: See sheet: Group project // OP2: (For Constructivism Approach only): Follow lecturer's proposal,1,,In or outside,Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11845,SSG104,Participation,on-going,1,10.0%,>0,,CLO12,OP1: based on schedule's course // OP2: (For Constructivism Approach only): Follow lecturer's proposal,1,,"in class, by instructor",,0
BIT_AI_K19D-20A,2347,11845,SSG104,Quiz,on-going,1,5.0%,>0,30',"CLO1, CLO2, CLO3, CLO6, CLO7",OP1: Multiple choice or Essay // OP2: (For Constructivism Approach only): Follow lecturer's proposal,N/A,Test the acquainted knowledge which student obtained in the delivered chapters,"in class, by instructor. Should use EOS",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11845,SSG104,Final exam,Final exam,1,20.0%,4,30',All LOs,Multiple choicesMarked by Computer,25,"concepts, algorithms; all studied chapters","by exam board, using computer","LO1,2,3,6,7",0
BIT_AI_K19D-20A,2347,14224,SWE201c,PE,Final exam,1,40.0%,4,120',,,,All studied courses.,by Exam Board,Customized from the exercises of this specialization.,0
BIT_AI_K19D-20A,2347,14224,SWE201c,TE,Final exam,1,60.0%,4,60',,Computer gradable,50,All studied courses. Each module of course contributes 2-3 questions.,by Exam Board,Customized from the quizzes of this specialization.,0
BIT_AI_K19D-20A,2347,11217,DSR301m,Assignment,on-going,1,30.0%,>0,8-10 weeks,CLO6,Mini project,1,"- cover chapter 1, 2, 3, 4",at home,Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11217,DSR301m,Lab 1,on-going,1,5.0%,>0,30',"CLO1, CLO2","Home work, class",1,- cover chapter 1,"in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11217,DSR301m,Lab 2,on-going,1,5.0%,>0,30',CLO3,"Home work, class",1,- cover chapter 2,"in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11217,DSR301m,Lab 3,on-going,1,5.0%,>0,30',CLO4,"Home work, class",1,- cover chapter 3,"in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11217,DSR301m,Lab 4,on-going,1,5.0%,>0,30',CLO5,"Home work, class",1,- cover chapter 4,"in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11217,DSR301m,Progress test 1,on-going,1,10.0%,>0,45',"CLO1, CLO2, CLO3",Multiple choices Marked by Computer or a suitable format,30,"- cover chapter 1,2","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
